type_of_accommodation,number_of_rooms,floor,floors,type_of_house,repair,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,district,distnce_metro
Вторичка,2,3,9,Монолитно-кирпичный,Евроремонт,1,0,1,1,0,0,0,23000000,44.0,28.0,3.0,2001,"Москва, ЦАО, р-н Якиманка, Старомонетный пер., 18", ЦАО,0.3212149166364977
Вторичка,1,7,7,Монолитно-кирпичный,Нет,1,0,1,1,0,0,0,23000000,98.0,60.0,25.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,7,11,Монолитный,Нет,0,2,0,0,1,0,0,26500000,104.0,55.0,21.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,3,12,14,Монолитно-кирпичный,Дизайнерский,1,0,1,1,0,1,1,47000000,120.0,80.0,12.0,2004,"Москва, САО, р-н Аэропорт, Петровско-Разумовская аллея, 10К2", САО,0.4837337063354378
Вторичка,3,4,11,Монолитный,Нет,0,2,0,0,1,0,0,23500000,90.0,55.0,21.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,3,7,28,Монолитный,Нет,0,2,1,1,1,0,0,24000000,133.0,72.0,33.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,3,36,58,Монолитный,Евроремонт,0,2,1,1,0,0,0,27000000,110.0,71.0,15.0,2014,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк1", СВАО,1.3418786802716685
Вторичка,2,3,7,Монолитный,Дизайнерский,1,0,1,0,1,1,0,43000000,100.0,46.0,20.0,2006,"Москва, ЗАО, р-н Крылатское, Крылатская ул., 45К1", ЗАО,1.7711519394155166
Вторичка,3,28,28,Монолитный,Нет,0,1,0,0,0,0,0,23000000,98.0,50.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1", ЗАО,1.3036267114070783
Вторичка,4,17,17,Монолитный,Нет,0,2,0,0,0,0,0,23990000,116.0,75.0,12.0,2016,"Москва, ЮВАО, р-н Лефортово, Солдатский пер., 10", ЮВАО,1.632528346492523
Вторичка,4,19,34,Монолитный,Нет,0,2,1,1,1,0,0,24999999,133.1,73.0,27.0,2015,"Москва, САО, р-н Левобережный, Смольная ул., 49", САО,0.97103212334418
Вторичка,3,11,21,Монолитный,Нет,0,1,0,0,0,0,1,23500000,86.0,50.0,14.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к3", ЗАО,1.2148775850349571
Вторичка,3,17,21,Монолитный,Нет,0,2,0,0,1,0,0,32000000,112.0,76.0,17.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,4,5,17,Монолитно-кирпичный,Нет,0,1,0,0,1,0,0,31822300,166.0,92.0,21.0,2016,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 105к2", ЮЗАО,1.7345004959926351
Вторичка,3,8,11,Монолитный,Нет,0,2,0,0,1,0,0,27000000,108.0,57.0,21.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,4,5,28,Монолитный,Нет,0,2,1,1,1,0,0,30000000,147.0,108.0,20.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,4,5,11,Монолитный,Нет,0,2,0,0,1,0,0,29000000,118.0,61.0,21.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,4,6,17,Монолитно-кирпичный,Нет,0,1,0,0,1,0,0,30253100,154.0,92.0,21.0,2011,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 105к1", ЮЗАО,1.6445072947046329
Вторичка,3,37,39,Монолитный,Нет,0,2,1,1,0,0,0,32000000,130.0,39.0,31.3,2010,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111к1", ЮЗАО,1.7404275031338814
Вторичка,3,7,7,Монолитный,Нет,0,2,1,1,0,0,0,28500000,124.0,80.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,1,7,Монолитный,Нет,0,2,1,1,0,0,0,28500000,118.0,80.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,2,21,Монолитный,Нет,0,2,0,0,1,0,0,27195000,112.0,76.0,17.0,2014,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к2с6", ЗАО,3.283189422923764
Вторичка,4,10,17,Монолитно-кирпичный,Нет,0,1,0,0,1,0,0,31920000,158.0,92.0,21.0,2016,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 105к2", ЮЗАО,1.7345004959926351
Вторичка,3,5,28,Монолитный,Нет,0,2,1,1,1,0,0,27500000,147.0,88.0,20.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,4,11,17,Монолитно-кирпичный,Нет,0,1,0,0,1,0,0,31253100,154.0,92.0,21.0,2016,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 105к2", ЮЗАО,1.7345004959926351
Вторичка,3,4,21,Монолитный,Нет,0,2,0,0,1,0,0,33000000,121.0,76.0,17.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,2,8,18,Монолитный,Нет,0,2,1,1,0,0,0,36000000,68.0,40.0,20.0,2016,"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 11", ЦАО,0.7146522338382695
Вторичка,4,4,7,Монолитно-кирпичный,Нет,0,2,1,1,0,0,0,37000000,141.0,110.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,4,33,Монолитный,Нет,0,2,1,1,1,0,0,36500000,168.0,99.0,20.0,2007,"Москва, ЗАО, р-н Крылатское, ул. Крылатские Холмы, 33к1", ЗАО,0.8791995809406643
Вторичка,3,3,7,Монолитный,Нет,0,2,1,1,0,0,0,37200000,141.7,100.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,6,21,23,Монолитный,Дизайнерский,2,0,1,1,1,1,0,89990000,322.2,181.8,27.3,2007,"Москва, САО, р-н Сокол, ул. Алабяна, 13к1", САО,0.9481935891329372
Вторичка,2,4,18,Монолитный,Нет,0,2,1,1,0,0,0,33350000,72.0,35.0,21.0,2016,"Москва, ЦАО, р-н Пресненский, 2-я Звенигородская ул., 11", ЦАО,0.7146522338382695
Вторичка,4,6,13,Монолитный,Нет,0,2,1,1,0,0,0,35500000,138.0,79.0,14.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,4,17,32,Монолитный,Нет,0,3,1,1,1,0,0,32700000,174.0,115.0,20.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,4,19,32,Монолитный,Нет,0,2,1,1,1,0,0,32700000,173.0,115.0,20.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,4,21,34,Монолитный,Нет,0,2,1,1,1,0,0,35900000,168.0,96.0,18.0,2007,"Москва, ЗАО, р-н Крылатское, ул. Крылатские Холмы, 33к1", ЗАО,0.8791995809406643
Вторичка,4,2,7,Кирпичный,Косметический,0,0,0,0,0,0,0,33000000,100.0,66.0,11.0,1940,"Москва, ЦАО, р-н Якиманка, ул. Большая Полянка, 3/9", ЦАО,0.5074339042218555
Вторичка,4,27,32,Монолитный,Нет,0,3,1,1,1,0,0,33990000,163.0,100.0,18.0,2014,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,3,2,17,Кирпичный,Нет,0,2,1,0,0,0,1,37000000,76.0,60.0,15.0,2008,"Москва, ЦАО, р-н Тверской, ул. Александра Невского, 27", ЦАО,0.5833230627949604
Вторичка,3,2,7,Монолитно-кирпичный,Нет,0,1,1,1,1,0,0,35500000,144.3,100.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,5,21,Монолитный,Нет,0,2,0,0,1,0,0,33000000,117.0,76.0,17.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,4,5,11,Монолитный,Нет,0,2,1,1,0,0,1,32900000,137.0,78.0,14.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,4,6,7,Монолитно-кирпичный,Нет,0,3,1,1,1,0,1,34500000,134.0,85.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,2,11,54,Монолитный,Нет,0,2,1,1,0,0,0,35000000,97.0,71.0,12.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,9,21,Монолитный,Нет,0,2,0,0,1,0,0,38500000,133.0,76.0,17.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,4,7,7,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,40000000,171.0,130.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,1,7,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,38000000,165.0,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,2,7,Монолитный,Нет,0,2,1,1,0,0,0,40000000,151.5,100.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,2,7,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,43500000,169.9,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,7,7,Монолитно-кирпичный,Нет,0,0,0,0,0,0,0,40000000,172.0,130.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,33,40,Монолитный,Нет,3,0,0,0,1,1,1,36240000,151.0,71.0,40.4,2012,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2", ЮЗАО,0.7714912221097704
Вторичка,2,9,15,Монолитно-кирпичный,Дизайнерский,1,0,1,1,0,0,1,39800000,69.0,41.6,13.5,2010,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к2", ЗАО,0.4008585823659396
Вторичка,4,2,7,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,37500000,143.1,110.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,2,5,6,Монолитно-кирпичный,Дизайнерский,1,0,1,1,1,0,0,42000000,92.0,35.0,32.0,2004,"Москва, ЮЗАО, р-н Гагаринский, Андреевская наб., 1К1", ЮЗАО,0.9118504779648128
Вторичка,4,2,17,Кирпичный,Нет,0,2,1,0,0,0,1,42000000,86.0,61.0,20.0,2008,"Москва, ЦАО, р-н Тверской, ул. Александра Невского, 27", ЦАО,0.5833230627949604
Вторичка,3,7,53,Монолитный,Нет,0,2,1,1,0,0,0,38000000,97.9,60.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,7,7,Монолитно-кирпичный,Нет,0,2,1,1,1,0,0,40000000,180.1,90.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,3,7,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,37900000,144.4,110.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,3,11,Монолитный,Нет,0,2,1,1,0,0,0,38000000,107.0,83.0,12.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,2,7,Монолитно-кирпичный,Нет,0,1,1,1,1,0,0,40000000,172.0,130.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,3,7,Деревянный,Нет,0,3,1,1,0,0,0,43100000,168.1,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,4,7,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,43200000,168.7,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,5,7,Монолитно-кирпичный,Нет,0,2,1,1,0,0,0,43500000,169.4,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,4,3,7,Монолитно-кирпичный,Нет,0,2,1,1,1,0,0,41000000,154.6,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,13,18,Монолитный,Нет,0,2,1,1,1,0,0,45000000,136.0,61.0,34.0,2009,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 39", ЗАО,1.6633833408156626
Вторичка,2,36,53,Монолитный,Нет,0,2,1,1,0,0,0,47367770,98.0,64.0,12.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,4,34,Монолитный,Нет,0,2,1,1,0,0,0,47000000,138.0,115.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,22,35,Монолитный,Нет,0,2,1,1,1,0,0,48800000,170.0,107.0,16.0,2007,"Москва, ЗАО, р-н Крылатское, ул. Крылатские Холмы, 33к1", ЗАО,0.8791995809406643
Вторичка,3,7,23,Панельный,Евроремонт,0,2,0,0,1,0,0,32000000,105.0,54.3,14.0,2000,"Москва, ЮЗАО, р-н Академический, Новочеремушкинская ул., 18", ЮЗАО,0.7422776719579098
Вторичка,4,7,53,Монолитный,Косметический,0,2,1,1,0,0,0,50000000,130.7,100.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
